2014-07-10 20:37:15,719 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: root
2014-07-12 21:19:34,623 [sparkMaster-akka.actor.default-dispatcher-16] INFO  org.apache.spark.deploy.master.Master - akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930 got disassociated, removing it.
2014-07-12 21:19:34,624 [sparkMaster-akka.actor.default-dispatcher-16] INFO  org.apache.spark.deploy.master.Master - Removing app app-20140712211124-0003
2014-07-12 21:19:34,625 [sparkMaster-akka.actor.default-dispatcher-48] INFO  akka.actor.LocalActorRef - Message [akka.remote.transport.ActorTransportAdapter$DisassociateUnderlying] from Actor[akka://sparkMaster/deadLetters] to Actor[akka://sparkMaster/system/transports/akkaprotocolmanager.tcp0/akkaProtocol-tcp%3A%2F%2FsparkMaster%40172.31.109.131%3A37066-29#-1237787548] was not delivered. [4] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
2014-07-12 21:19:34,632 [sparkMaster-akka.actor.default-dispatcher-52] ERROR akka.remote.EndpointWriter - AssociationError [akka.tcp://sparkMaster@dco-node121.dco.ethz.ch:7077] -> [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]: Error [Association failed with [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]] [
akka.remote.EndpointAssociationException: Association failed with [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]
Caused by: akka.remote.transport.netty.NettyTransport$$anonfun$associate$1$$anon$2: Connection refused: dco-node121-mgt.dco.ethz.ch/172.31.109.131:54930
]
2014-07-12 21:19:34,640 [sparkMaster-akka.actor.default-dispatcher-52] ERROR akka.remote.EndpointWriter - AssociationError [akka.tcp://sparkMaster@dco-node121.dco.ethz.ch:7077] -> [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]: Error [Association failed with [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]] [
akka.remote.EndpointAssociationException: Association failed with [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]
Caused by: akka.remote.transport.netty.NettyTransport$$anonfun$associate$1$$anon$2: Connection refused: dco-node121-mgt.dco.ethz.ch/172.31.109.131:54930
]
2014-07-12 21:19:34,647 [sparkMaster-akka.actor.default-dispatcher-3] ERROR akka.remote.EndpointWriter - AssociationError [akka.tcp://sparkMaster@dco-node121.dco.ethz.ch:7077] -> [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]: Error [Association failed with [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]] [
akka.remote.EndpointAssociationException: Association failed with [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930]
Caused by: akka.remote.transport.netty.NettyTransport$$anonfun$associate$1$$anon$2: Connection refused: dco-node121-mgt.dco.ethz.ch/172.31.109.131:54930
]
2014-07-12 21:19:34,656 [sparkExecutor-akka.actor.default-dispatcher-2] ERROR org.apache.spark.executor.CoarseGrainedExecutorBackend - Driver Disassociated [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009] -> [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930] disassociated! Shutting down.
2014-07-12 21:19:34,674 [sparkMaster-akka.actor.default-dispatcher-16] INFO  org.apache.spark.SecurityManager - Changing view acls to: root
2014-07-12 21:19:34,675 [sparkMaster-akka.actor.default-dispatcher-16] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(root)
2014-07-12 21:19:34,713 [sparkMaster-akka.actor.default-dispatcher-16] INFO  org.apache.spark.deploy.master.Master - akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930 got disassociated, removing it.
2014-07-12 21:19:34,713 [sparkMaster-akka.actor.default-dispatcher-16] INFO  org.apache.spark.deploy.master.Master - akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930 got disassociated, removing it.
2014-07-12 21:19:34,713 [sparkMaster-akka.actor.default-dispatcher-16] INFO  org.apache.spark.deploy.master.Master - akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930 got disassociated, removing it.
2014-07-12 21:19:34,713 [sparkMaster-akka.actor.default-dispatcher-16] INFO  org.apache.spark.deploy.master.Master - akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:54930 got disassociated, removing it.
2014-07-12 21:19:34,719 [sparkWorker-akka.actor.default-dispatcher-14] INFO  org.apache.spark.deploy.worker.Worker - Asked to kill executor app-20140712211124-0003/9
2014-07-12 21:19:34,720 [ExecutorRunner for app-20140712211124-0003/9] INFO  org.apache.spark.deploy.worker.ExecutorRunner - Runner thread for executor app-20140712211124-0003/9 interrupted
2014-07-12 21:19:34,721 [ExecutorRunner for app-20140712211124-0003/9] INFO  org.apache.spark.deploy.worker.ExecutorRunner - Killing process!
2014-07-12 21:19:34,721 [sparkWorker-akka.actor.default-dispatcher-14] INFO  org.apache.spark.deploy.worker.Worker - Executor app-20140712211124-0003/9 finished with state KILLED
2014-07-12 21:19:34,721 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/3
2014-07-12 21:19:34,723 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/9
2014-07-12 21:19:34,723 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/4
2014-07-12 21:19:34,723 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/8
2014-07-12 21:19:34,723 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/5
2014-07-12 21:19:34,723 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/14
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/12
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/2
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/10
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/6
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/13
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/0
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/15
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/1
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/11
2014-07-12 21:19:34,724 [sparkMaster-akka.actor.default-dispatcher-56] WARN  org.apache.spark.deploy.master.Master - Got status update for unknown executor app-20140712211124-0003/7
2014-07-12 21:19:35,011 [sparkWorker-akka.actor.default-dispatcher-18] INFO  akka.actor.LocalActorRef - Message [akka.remote.transport.ActorTransportAdapter$DisassociateUnderlying] from Actor[akka://sparkWorker/deadLetters] to Actor[akka://sparkWorker/system/transports/akkaprotocolmanager.tcp0/akkaProtocol-tcp%3A%2F%2FsparkWorker%40172.31.109.131%3A55164-14#-1709814430] was not delivered. [4] dead letters encountered. This logging can be turned off or adjusted with configuration settings 'akka.log-dead-letters' and 'akka.log-dead-letters-during-shutdown'.
2014-07-12 21:19:35,019 [sparkWorker-akka.actor.default-dispatcher-17] ERROR akka.remote.EndpointWriter - AssociationError [akka.tcp://sparkWorker@dco-node121-mgt.dco.ethz.ch:60479] -> [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]: Error [Association failed with [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]] [
akka.remote.EndpointAssociationException: Association failed with [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]
Caused by: akka.remote.transport.netty.NettyTransport$$anonfun$associate$1$$anon$2: Connection refused: dco-node121-mgt.dco.ethz.ch/172.31.109.131:36009
]
2014-07-12 21:19:35,028 [sparkWorker-akka.actor.default-dispatcher-14] ERROR akka.remote.EndpointWriter - AssociationError [akka.tcp://sparkWorker@dco-node121-mgt.dco.ethz.ch:60479] -> [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]: Error [Association failed with [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]] [
akka.remote.EndpointAssociationException: Association failed with [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]
Caused by: akka.remote.transport.netty.NettyTransport$$anonfun$associate$1$$anon$2: Connection refused: dco-node121-mgt.dco.ethz.ch/172.31.109.131:36009
]
2014-07-12 21:19:35,042 [sparkWorker-akka.actor.default-dispatcher-2] ERROR akka.remote.EndpointWriter - AssociationError [akka.tcp://sparkWorker@dco-node121-mgt.dco.ethz.ch:60479] -> [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]: Error [Association failed with [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]] [
akka.remote.EndpointAssociationException: Association failed with [akka.tcp://sparkExecutor@dco-node121-mgt.dco.ethz.ch:36009]
Caused by: akka.remote.transport.netty.NettyTransport$$anonfun$associate$1$$anon$2: Connection refused: dco-node121-mgt.dco.ethz.ch/172.31.109.131:36009
]
2014-07-12 21:19:40,799 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: root
2014-07-12 21:19:40,800 [main] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(root)
2014-07-12 21:19:40,801 [main] INFO  org.apache.spark.HttpServer - Starting HTTP Server
2014-07-12 21:19:40,861 [main] INFO  org.eclipse.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2014-07-12 21:19:40,890 [main] INFO  org.eclipse.jetty.server.AbstractConnector - Started SocketConnector@0.0.0.0:34276
2014-07-12 21:19:44,666 [main] WARN  org.apache.spark.SparkConf - 
SPARK_JAVA_OPTS was detected (set to '-Xms4g -Xmx70g -XX:MaxPermSize=10g -Dspark.akka.frameSize=200').
This is deprecated in Spark 1.0+.

Please instead use:
 - ./spark-submit with conf/spark-defaults.conf to set defaults for an application
 - ./spark-submit with --driver-java-options to set -X options for a driver
 - spark.executor.extraJavaOptions to set -X options for executors
 - SPARK_DAEMON_JAVA_OPTS to set java options for standalone daemons (master or worker)
        
2014-07-12 21:19:44,667 [main] WARN  org.apache.spark.SparkConf - Setting 'spark.executor.extraJavaOptions' to '-Xms4g -Xmx70g -XX:MaxPermSize=10g -Dspark.akka.frameSize=200' as a work-around.
2014-07-12 21:19:44,667 [main] WARN  org.apache.spark.SparkConf - Setting 'spark.driver.extraJavaOptions' to '-Xms4g -Xmx70g -XX:MaxPermSize=10g -Dspark.akka.frameSize=200' as a work-around.
2014-07-12 21:19:44,686 [main] INFO  org.apache.spark.SecurityManager - Changing view acls to: root
2014-07-12 21:19:44,686 [main] INFO  org.apache.spark.SecurityManager - SecurityManager: authentication disabled; ui acls disabled; users with view permissions: Set(root)
2014-07-12 21:19:45,320 [spark-akka.actor.default-dispatcher-3] INFO  akka.event.slf4j.Slf4jLogger - Slf4jLogger started
2014-07-12 21:19:45,372 [spark-akka.actor.default-dispatcher-2] INFO  Remoting - Starting remoting
2014-07-12 21:19:45,555 [spark-akka.actor.default-dispatcher-2] INFO  Remoting - Remoting started; listening on addresses :[akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:59371]
2014-07-12 21:19:45,558 [spark-akka.actor.default-dispatcher-2] INFO  Remoting - Remoting now listens on addresses: [akka.tcp://spark@dco-node121-mgt.dco.ethz.ch:59371]
2014-07-12 21:19:45,586 [main] INFO  org.apache.spark.SparkEnv - Registering MapOutputTracker
2014-07-12 21:19:45,590 [main] INFO  org.apache.spark.SparkEnv - Registering BlockManagerMaster
2014-07-12 21:19:45,607 [main] INFO  org.apache.spark.storage.DiskBlockManager - Created local directory at /tmp/spark-local-20140712211945-c0cd
2014-07-12 21:19:45,612 [main] INFO  org.apache.spark.storage.MemoryStore - MemoryStore started with capacity 40.3 GB.
2014-07-12 21:19:45,642 [main] INFO  org.apache.spark.network.ConnectionManager - Bound socket to port 38698 with id = ConnectionManagerId(dco-node121-mgt.dco.ethz.ch,38698)
2014-07-12 21:19:45,648 [main] INFO  org.apache.spark.storage.BlockManagerMaster - Trying to register BlockManager
2014-07-12 21:19:45,652 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.storage.BlockManagerInfo - Registering block manager dco-node121-mgt.dco.ethz.ch:38698 with 40.3 GB RAM
2014-07-12 21:19:45,654 [main] INFO  org.apache.spark.storage.BlockManagerMaster - Registered BlockManager
2014-07-12 21:19:45,668 [main] INFO  org.apache.spark.HttpServer - Starting HTTP Server
2014-07-12 21:19:45,669 [main] INFO  org.eclipse.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2014-07-12 21:19:45,672 [main] INFO  org.eclipse.jetty.server.AbstractConnector - Started SocketConnector@0.0.0.0:36706
2014-07-12 21:19:45,674 [main] INFO  org.apache.spark.broadcast.HttpBroadcast - Broadcast server started at http://172.31.109.131:36706
2014-07-12 21:19:45,681 [main] INFO  org.apache.spark.HttpFileServer - HTTP File server directory is /tmp/spark-079bf3f7-5202-405d-9e1b-cdde992a6090
2014-07-12 21:19:45,681 [main] INFO  org.apache.spark.HttpServer - Starting HTTP Server
2014-07-12 21:19:45,682 [main] INFO  org.eclipse.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2014-07-12 21:19:45,684 [main] INFO  org.eclipse.jetty.server.AbstractConnector - Started SocketConnector@0.0.0.0:50288
2014-07-12 21:19:45,927 [main] INFO  org.eclipse.jetty.server.Server - jetty-8.y.z-SNAPSHOT
2014-07-12 21:19:45,947 [main] INFO  org.eclipse.jetty.server.AbstractConnector - Started SelectChannelConnector@0.0.0.0:4040
2014-07-12 21:19:45,954 [main] INFO  org.apache.spark.ui.SparkUI - Started SparkUI at http://dco-node121-mgt.dco.ethz.ch:4040
2014-07-12 21:19:46,174 [main] WARN  org.apache.hadoop.util.NativeCodeLoader - Unable to load native-hadoop library for your platform... using builtin-java classes where applicable
2014-07-12 21:19:46,839 [main] INFO  org.apache.spark.scheduler.EventLoggingListener - Logging events to hdfs://dco-node121.dco.ethz.ch:54310/spark_event_log/spark-shell-1405192786286
2014-07-12 21:19:47,017 [spark-akka.actor.default-dispatcher-4] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Connecting to master spark://dco-node121.dco.ethz.ch:7077...
2014-07-12 21:19:47,040 [main] INFO  org.apache.spark.repl.SparkILoop - Created spark context..
2014-07-12 21:19:47,260 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Registering app Spark shell
2014-07-12 21:19:47,261 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Registered app Spark shell with ID app-20140712211947-0004
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/0 on worker worker-20140710203730-dco-node131-mgt.dco.ethz.ch-51773
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/1 on worker worker-20140710203730-dco-node126-mgt.dco.ethz.ch-60480
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/2 on worker worker-20140710203730-dco-node125-mgt.dco.ethz.ch-42839
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/3 on worker worker-20140710203731-dco-node123-mgt.dco.ethz.ch-58212
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/4 on worker worker-20140710203730-dco-node135-mgt.dco.ethz.ch-58580
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/5 on worker worker-20140710203730-dco-node133-mgt.dco.ethz.ch-48081
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/6 on worker worker-20140710203730-dco-node134-mgt.dco.ethz.ch-39082
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/7 on worker worker-20140710203730-dco-node127-mgt.dco.ethz.ch-34515
2014-07-12 21:19:47,262 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/8 on worker worker-20140710203730-dco-node130-mgt.dco.ethz.ch-48548
2014-07-12 21:19:47,263 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/9 on worker worker-20140710203730-dco-node121-mgt.dco.ethz.ch-60479
2014-07-12 21:19:47,263 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/10 on worker worker-20140710203730-dco-node128-mgt.dco.ethz.ch-51757
2014-07-12 21:19:47,263 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/11 on worker worker-20140710203730-dco-node124-mgt.dco.ethz.ch-39781
2014-07-12 21:19:47,263 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/12 on worker worker-20140710203730-dco-node132-mgt.dco.ethz.ch-60810
2014-07-12 21:19:47,263 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/13 on worker worker-20140710203731-dco-node122-mgt.dco.ethz.ch-45826
2014-07-12 21:19:47,263 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/14 on worker worker-20140710203730-dco-node136-mgt.dco.ethz.ch-49584
2014-07-12 21:19:47,263 [sparkMaster-akka.actor.default-dispatcher-44] INFO  org.apache.spark.deploy.master.Master - Launching executor app-20140712211947-0004/15 on worker worker-20140710203730-dco-node129-mgt.dco.ethz.ch-44845
2014-07-12 21:19:47,268 [sparkWorker-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.worker.Worker - Asked to launch executor app-20140712211947-0004/9 for Spark shell
2014-07-12 21:19:47,269 [ExecutorRunner for app-20140712211947-0004/9] WARN  org.apache.spark.deploy.worker.CommandUtils - SPARK_JAVA_OPTS was set on the worker. It is deprecated in Spark 1.0.
2014-07-12 21:19:47,270 [ExecutorRunner for app-20140712211947-0004/9] WARN  org.apache.spark.deploy.worker.CommandUtils - Set SPARK_LOCAL_DIRS for node-specific storage locations.
2014-07-12 21:19:47,280 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Connected to Spark cluster with app ID app-20140712211947-0004
2014-07-12 21:19:47,283 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/0 on worker-20140710203730-dco-node131-mgt.dco.ethz.ch-51773 (dco-node131-mgt.dco.ethz.ch:51773) with 16 cores
2014-07-12 21:19:47,285 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/0 on hostPort dco-node131-mgt.dco.ethz.ch:51773 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,286 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/1 on worker-20140710203730-dco-node126-mgt.dco.ethz.ch-60480 (dco-node126-mgt.dco.ethz.ch:60480) with 16 cores
2014-07-12 21:19:47,287 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/1 on hostPort dco-node126-mgt.dco.ethz.ch:60480 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,287 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/2 on worker-20140710203730-dco-node125-mgt.dco.ethz.ch-42839 (dco-node125-mgt.dco.ethz.ch:42839) with 16 cores
2014-07-12 21:19:47,288 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/2 on hostPort dco-node125-mgt.dco.ethz.ch:42839 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,289 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/3 on worker-20140710203731-dco-node123-mgt.dco.ethz.ch-58212 (dco-node123-mgt.dco.ethz.ch:58212) with 16 cores
2014-07-12 21:19:47,290 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/3 on hostPort dco-node123-mgt.dco.ethz.ch:58212 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,290 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/4 on worker-20140710203730-dco-node135-mgt.dco.ethz.ch-58580 (dco-node135-mgt.dco.ethz.ch:58580) with 16 cores
2014-07-12 21:19:47,291 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/4 on hostPort dco-node135-mgt.dco.ethz.ch:58580 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,291 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/5 on worker-20140710203730-dco-node133-mgt.dco.ethz.ch-48081 (dco-node133-mgt.dco.ethz.ch:48081) with 16 cores
2014-07-12 21:19:47,292 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/5 on hostPort dco-node133-mgt.dco.ethz.ch:48081 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,293 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/6 on worker-20140710203730-dco-node134-mgt.dco.ethz.ch-39082 (dco-node134-mgt.dco.ethz.ch:39082) with 16 cores
2014-07-12 21:19:47,293 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/6 on hostPort dco-node134-mgt.dco.ethz.ch:39082 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,294 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/7 on worker-20140710203730-dco-node127-mgt.dco.ethz.ch-34515 (dco-node127-mgt.dco.ethz.ch:34515) with 16 cores
2014-07-12 21:19:47,294 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/7 on hostPort dco-node127-mgt.dco.ethz.ch:34515 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,295 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/8 on worker-20140710203730-dco-node130-mgt.dco.ethz.ch-48548 (dco-node130-mgt.dco.ethz.ch:48548) with 16 cores
2014-07-12 21:19:47,295 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/8 on hostPort dco-node130-mgt.dco.ethz.ch:48548 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,296 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/9 on worker-20140710203730-dco-node121-mgt.dco.ethz.ch-60479 (dco-node121-mgt.dco.ethz.ch:60479) with 16 cores
2014-07-12 21:19:47,297 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/9 on hostPort dco-node121-mgt.dco.ethz.ch:60479 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,297 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/10 on worker-20140710203730-dco-node128-mgt.dco.ethz.ch-51757 (dco-node128-mgt.dco.ethz.ch:51757) with 16 cores
2014-07-12 21:19:47,297 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/10 on hostPort dco-node128-mgt.dco.ethz.ch:51757 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,298 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/11 on worker-20140710203730-dco-node124-mgt.dco.ethz.ch-39781 (dco-node124-mgt.dco.ethz.ch:39781) with 16 cores
2014-07-12 21:19:47,298 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/11 on hostPort dco-node124-mgt.dco.ethz.ch:39781 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,298 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/12 on worker-20140710203730-dco-node132-mgt.dco.ethz.ch-60810 (dco-node132-mgt.dco.ethz.ch:60810) with 16 cores
2014-07-12 21:19:47,298 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.scheduler.cluster.SparkDeploySchedulerBackend - Granted executor ID app-20140712211947-0004/12 on hostPort dco-node132-mgt.dco.ethz.ch:60810 with 16 cores, 70.0 GB RAM
2014-07-12 21:19:47,299 [spark-akka.actor.default-dispatcher-2] INFO  org.apache.spark.deploy.client.AppClient$ClientActor - Executor added: app-20140712211947-0004/13 on worker-20140710203731-dco-node122-mgt.dco.ethz.ch-45826 (dco-node122-mgt.dco.ethz.ch:45826) with 16 cores
